filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean,look_away_level,looking_away,frequent_looking_away,face_not_visible,excessive_head_movement,noticeable_fidgeting,distracted_by_offscreen_activity,camera_or_video_issue,reading_from_screen_or_notes,looking_down_frequently,body_out_of_frame,poor_lighting,background_distraction_visible,hand_to_face_or_hair,annotation_quality,notes
sample13.mp4,129.00,132.00,3.0,9,1.0,1.0,1.0,9,9,0.0,4.7721,0.2975,-16.2675,1.5923,2.4213,0.3316,0.8367,54.45,0,0.0,0.5698,0.0131,0.5238,0.0094,0.5727,0.5567,0.5333,0.3648,0.0,0.0354,175.2872,-17.3527,0.0,1.7935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,138.00,141.00,3.0,9,1.0,1.0,1.0,9,9,0.0,4.5997,0.9949,-17.2559,1.2009,2.3884,0.2438,0.9921,50.2,0,0.0,0.5774,0.0131,0.5402,0.0153,0.5727,0.5567,0.5333,0.3648,0.0,0.0238,175.2872,-17.3527,0.0,1.3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,144.00,147.00,3.0,9,1.0,1.0,1.0,9,9,0.0,4.7559,0.6424,-17.7451,2.0938,2.5651,0.3528,1.2773,43.91,1,20.0,0.57,0.0174,0.5431,0.0213,0.5727,0.5567,0.5333,0.3648,0.0,0.0278,175.2872,-17.3527,0.0,2.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,174.00,177.00,3.0,9,0.4444,1.0,1.0,8,8,1.49,4.2405,0.8124,11.2623,17.7114,-1.7153,3.1154,31.8399,3.05,0,0.0,0.5457,0.0232,0.6946,0.0742,0.5727,0.5567,0.5333,0.3648,0.5,0.1489,175.2872,-17.3527,0.6667,64.6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,0.00,3.00,3.0,9,0.1111,1.0,0.7778,9,7,2.67,3.7503,1.7377,-0.3022,2.2171,-3.5633,0.7341,31.0283,3.12,1,20.0,0.6489,0.0814,0.7565,0.1154,0.6026,0.7161,0.3889,0.1853,0.3333,0.1307,177.8093,0.0277,0.8889,314.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,12.00,15.00,3.0,9,0.4444,1.0,0.3333,9,3,1.67,3.1678,1.8639,-16.3542,10.0015,-2.5543,1.0222,32.4834,2.99,1,20.0,0.6669,0.0631,0.5605,0.1845,0.6026,0.7161,0.3889,0.1853,0.7778,0.2466,177.8093,0.0277,0.8889,316.4929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,27.00,30.00,3.0,9,0.8889,1.0,1.0,9,9,0.33,2.1088,0.9737,5.6852,6.5766,-2.9623,1.2587,61.6853,1.6,3,60.0,0.5573,0.0284,0.7018,0.1168,0.6026,0.7161,0.3889,0.1853,0.1111,0.1038,177.8093,0.0277,0.7778,240.2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,33.00,36.00,3.0,9,0.8889,1.0,0.8889,9,8,0.33,1.1304,0.9804,-0.8402,6.0049,-2.587,0.978,47.9322,2.04,1,20.0,0.5797,0.0765,0.7055,0.0853,0.6026,0.7161,0.3889,0.1853,0.1111,0.0994,177.8093,0.0277,0.6667,238.6996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,42.00,45.00,3.0,9,0.5556,1.0,0.8889,9,8,1.33,1.5783,1.4362,-1.6088,5.3362,-2.8931,0.4812,32.2063,3.01,1,20.0,0.5913,0.0376,0.7714,0.1256,0.6026,0.7161,0.3889,0.1853,0.1111,0.1136,177.8093,0.0277,0.8889,316.8304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,81.00,84.00,3.0,9,1.0,1.0,0.0,9,0,0.0,2.7327,1.9431,-29.4111,2.5793,-3.556,0.6433,31.0993,3.12,1,20.0,0.7039,0.0475,0.6168,0.0611,0.6026,0.7161,0.3889,0.1853,0.4444,0.1535,177.8093,0.0277,1.0,65.8563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,84.00,87.00,3.0,9,0.6667,1.0,0.5,8,4,1.0,2.476,1.2948,-12.6045,11.4487,-2.8728,0.9492,62.1046,1.58,2,40.0,0.6542,0.067,0.6667,0.2079,0.6026,0.7161,0.3889,0.1853,0.625,0.1961,177.8093,0.0277,0.5556,163.0183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,90.00,93.00,3.0,9,0.6667,1.0,0.6667,9,6,1.0,4.5334,1.7141,5.8101,7.5876,-2.6514,0.7507,3.3506,22.99,3,60.0,0.6365,0.0355,0.5825,0.1442,0.6026,0.7161,0.3889,0.1853,0.6667,0.1893,177.8093,0.0277,1.0,353.4048,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,93.00,96.00,3.0,9,0.6667,1.0,0.8889,9,8,1.0,1.9667,1.141,6.8756,3.2077,-3.1997,1.6634,46.5574,2.1,1,20.0,0.6095,0.0614,0.7578,0.1025,0.6026,0.7161,0.3889,0.1853,0.1111,0.1021,177.8093,0.0277,0.4444,161.5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,105.00,108.00,3.0,9,0.8889,1.0,0.8889,9,8,0.33,2.2089,0.7397,3.6842,6.682,-0.4164,1.0104,47.7333,2.05,1,20.0,0.6072,0.0243,0.7494,0.0964,0.6026,0.7161,0.3889,0.1853,0.1111,0.055,177.8093,0.0277,0.3333,122.1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,111.00,114.00,3.0,9,0.5556,1.0,1.0,9,9,1.33,2.1418,1.3324,4.3328,6.8984,-2.6195,1.1151,47.5164,2.06,2,40.0,0.59,0.0336,0.8475,0.2397,0.6026,0.7161,0.3889,0.1853,0.3333,0.1922,177.8093,0.0277,0.5556,124.8314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,114.00,117.00,3.0,9,0.7778,1.0,0.7778,9,7,0.67,1.0164,1.0579,-0.5318,4.8077,17.5248,57.4488,32.4119,2.99,1,20.0,0.6053,0.0562,0.7591,0.1294,0.6026,0.7161,0.3889,0.1853,0.2222,0.1019,177.8093,0.0277,0.3333,122.2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,117.00,120.00,3.0,9,0.8889,1.0,0.8889,9,8,0.33,1.0008,0.6651,-0.1435,2.863,-3.2357,0.4853,16.404,5.75,1,20.0,0.5706,0.0387,0.7211,0.1001,0.6026,0.7161,0.3889,0.1853,0.1111,0.0826,177.8093,0.0277,0.4444,160.1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,120.00,123.00,3.0,9,1.0,1.0,1.0,9,9,0.0,2.1319,1.0774,0.6175,5.8117,-2.0647,1.2444,17.872,5.3,1,20.0,0.5951,0.0262,0.7082,0.0483,0.6026,0.7161,0.3889,0.1853,0.0,0.0531,177.8093,0.0277,0.4444,161.1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,153.00,156.00,3.0,9,0.8889,1.0,0.7778,9,7,0.33,1.7859,0.9637,5.8664,3.2868,-0.2677,1.2771,31.9544,3.03,2,40.0,0.618,0.0301,0.6992,0.0759,0.6026,0.7161,0.3889,0.1853,0.0,0.077,177.8093,0.0277,0.8889,317.7061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,162.00,165.00,3.0,9,0.6667,1.0,0.8889,9,8,1.0,1.4926,0.9755,-2.477,8.3507,-0.4653,1.3697,31.9612,3.03,1,20.0,0.6121,0.0623,0.7955,0.1151,0.6026,0.7161,0.3889,0.1853,0.2222,0.1175,177.8093,0.0277,0.6667,239.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,165.00,168.00,3.0,9,0.5556,1.0,0.8889,9,8,1.33,1.5924,1.2907,1.8918,6.0036,-2.2183,1.4404,76.3349,1.29,1,20.0,0.6081,0.03,0.8315,0.1343,0.6026,0.7161,0.3889,0.1853,0.4444,0.1473,177.8093,0.0277,0.6667,239.8112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,186.00,189.00,3.0,9,0.3333,1.0,1.0,9,9,2.0,3.2255,1.8194,-2.2226,5.3993,-4.3659,1.5623,2.4979,28.59,1,20.0,0.5831,0.027,0.8352,0.0739,0.6026,0.7161,0.3889,0.1853,0.3333,0.1257,177.8093,0.0277,0.1111,4.9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,219.00,222.00,3.0,9,0.3333,1.0,0.2222,9,2,2.0,1.4704,0.968,-14.9968,14.529,-3.4301,1.6647,65.1287,1.51,1,20.0,0.6894,0.0685,0.5802,0.1056,0.6026,0.7161,0.3889,0.1853,0.7778,0.195,177.8093,0.0277,0.8889,242.5213,2,1,1,0,1,0,1,0,0,0,0,0,0,0,clear,
sample14.mp4,228.00,231.00,3.0,9,1.0,1.0,1.0,9,9,0.0,3.1826,1.7157,5.7464,5.2519,-2.506,2.4476,32.4589,2.99,2,40.0,0.611,0.0187,0.7647,0.0758,0.6026,0.7161,0.3889,0.1853,0.0,0.0799,177.8093,0.0277,0.3333,85.4612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,234.00,237.00,3.0,9,0.7778,1.0,0.8889,9,8,0.67,1.8921,1.3715,-7.0174,8.8926,-0.0735,1.4168,32.958,2.94,1,20.0,0.5942,0.0452,0.7357,0.0213,0.6026,0.7161,0.3889,0.1853,0.0,0.0437,177.8093,0.0277,0.3333,48.7739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,237.00,240.00,3.0,9,0.7778,1.0,0.8889,9,8,0.67,2.4377,1.2726,7.879,4.7951,-3.7307,1.5894,32.4492,2.99,1,20.0,0.6101,0.0288,0.8177,0.0929,0.6026,0.7161,0.3889,0.1853,0.1111,0.1121,177.8093,0.0277,0.6667,163.4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,249.00,252.00,3.0,9,0.8889,1.0,0.8889,9,8,0.33,1.5392,0.8421,-2.1791,9.4426,-1.4744,1.491,77.5162,1.27,1,20.0,0.5993,0.0352,0.7453,0.1308,0.6026,0.7161,0.3889,0.1853,0.1111,0.0809,177.8093,0.0277,0.4444,161.3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,267.00,270.00,3.0,9,0.8889,1.0,0.8889,9,8,0.33,0.548,0.3007,1.3306,5.3115,-1.361,0.449,47.2483,2.07,1,20.0,0.6225,0.0371,0.7345,0.0681,0.6026,0.7161,0.3889,0.1853,0.0,0.066,177.8093,0.0277,0.3333,122.0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,276.00,279.00,3.0,9,0.3333,1.0,0.6667,9,6,2.0,2.6106,2.0586,8.3525,6.5762,-1.6459,1.114,47.9991,2.04,2,40.0,0.6465,0.0462,0.6368,0.157,0.6026,0.7161,0.3889,0.1853,0.5556,0.1555,177.8093,0.0277,0.8889,278.3887,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,300.00,303.00,3.0,9,0.6667,1.0,0.6667,9,6,1.0,1.8001,1.1186,-4.1386,8.1548,-0.4772,1.9996,63.5464,1.55,1,20.0,0.628,0.0373,0.8183,0.1123,0.6026,0.7161,0.3889,0.1853,0.2222,0.1157,177.8093,0.0277,0.6667,239.0404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample14.mp4,333.00,336.00,3.0,9,0.7778,1.0,1.0,9,9,0.67,2.8668,0.9577,2.2608,6.4021,-4.4352,0.8686,3.1402,24.15,1,20.0,0.587,0.0257,0.8495,0.0394,0.6026,0.7161,0.3889,0.1853,0.1111,0.1369,177.8093,0.0277,0.0,5.7369,0,0,0,,,,,,,,,,,,clear,
sample14.mp4,345.00,345.77,0.77,3,1.0,1.0,1.0,3,3,0.0,6.2415,1.9277,5.7218,2.4014,-3.4531,0.8886,2.0243,33.07,1,78.2609,0.5811,0.0357,0.6449,0.0202,0.6026,0.7161,0.3889,0.1853,0.0,0.0821,177.8093,0.0277,1.0,351.6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,3.00,6.00,3.0,7,0.0,1.0,1.0,7,7,2.8,1.7632,0.6721,19.5996,2.1153,-3.4112,0.8899,1.3005,43.47,1,20.0,0.5588,0.0309,0.7161,0.0458,0.5978,0.7118,0.604,0.1881,0.0,0.0588,-177.4452,15.8834,0.0,4.1102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,6.00,9.00,3.0,8,0.0,1.0,0.625,8,5,3.0,1.9368,1.3214,21.1384,2.7478,-3.2659,1.1184,2.0873,32.39,1,20.0,0.61,0.0545,0.6944,0.0367,0.5978,0.7118,0.604,0.1881,0.0,0.0662,-177.4452,15.8834,0.0,5.4759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,12.00,15.00,3.0,8,1.0,1.0,1.0,8,8,0.0,2.3395,1.0745,17.539,3.0443,-1.7798,0.5221,1.4306,41.14,2,40.0,0.5872,0.0293,0.7146,0.0274,0.5978,0.7118,0.604,0.1881,0.0,0.0359,-177.4452,15.8834,0.0,3.4603,2,1,1,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,36.00,39.00,3.0,8,1.0,1.0,1.0,8,8,0.0,2.2456,1.3794,12.9453,4.5998,-2.0039,0.4125,36.5072,2.67,2,40.0,0.5183,0.0182,0.7422,0.0348,0.5978,0.7118,0.604,0.1881,0.0,0.0898,-177.4452,15.8834,0.125,49.1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,60.00,63.00,3.0,8,0.875,1.0,1.0,8,8,0.2,2.2343,1.2183,7.2189,13.0896,-2.6895,1.348,2.8828,25.75,3,60.0,0.5754,0.0502,0.723,0.0316,0.5978,0.7118,0.604,0.1881,0.0,0.0586,-177.4452,15.8834,0.375,11.0715,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,63.00,66.00,3.0,7,0.8571,1.0,1.0,7,7,0.4,1.7513,1.2096,12.6739,13.0768,-0.7391,2.1414,43.3547,2.25,2,40.0,0.5671,0.0145,0.7498,0.0231,0.5978,0.7118,0.604,0.1881,0.0,0.051,-177.4452,15.8834,0.4286,60.3003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,75.00,78.00,3.0,7,1.0,1.0,1.0,7,7,0.0,6.2689,0.5785,15.0792,4.8083,0.3439,0.5185,1.3044,43.4,1,20.0,0.5686,0.0369,0.7864,0.0242,0.5978,0.7118,0.604,0.1881,0.0,0.0881,-177.4452,15.8834,0.0,5.5646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,108.00,111.00,3.0,8,0.875,1.0,1.0,7,7,0.4,2.6068,1.3234,11.0627,6.7188,-1.1096,1.0078,3.0581,24.64,2,40.0,0.5582,0.044,0.7043,0.0271,0.5978,0.7118,0.604,0.1881,0.0,0.0562,-177.4452,15.8834,0.25,7.4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample15.mp4,123.00,124.52,1.52,4,0.75,1.0,1.0,4,4,0.4,3.9201,0.6774,1.7326,1.3956,-0.6695,0.2602,1.2305,44.83,2,78.9474,0.5973,0.0024,0.7845,0.0944,0.5978,0.7118,0.604,0.1881,0.25,0.077,-177.4452,15.8834,1.0,14.2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample16.mp4,0.00,3.00,3.0,9,0.7778,1.0,0.0,0,0,0.67,1.7477,0.9738,-21.9391,3.3934,-1.3414,1.8158,31.5175,3.08,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.1111,42.9677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,12.00,15.00,3.0,9,1.0,1.0,0.0,0,0,0.0,3.6632,1.7757,-21.1777,3.8647,6.5634,1.8668,2.8793,25.78,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,4.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,15.00,18.00,3.0,9,0.7778,1.0,0.0,0,0,0.67,3.0662,2.0279,-13.132,12.0032,-3.3361,2.8353,19.0658,4.98,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.3333,50.2431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,33.00,36.00,3.0,9,1.0,1.0,0.0,0,0,0.0,3.98,1.1316,-21.8912,3.4926,1.6585,1.816,1.7158,36.82,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,3.6439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,36.00,39.00,3.0,9,1.0,1.0,0.0,0,0,0.0,4.0267,1.1418,-20.3797,2.0169,5.7591,0.4014,1.3035,43.41,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,3.6002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,39.00,42.00,3.0,9,1.0,1.0,0.0,0,0,0.0,1.528,0.7744,-18.5734,3.6821,-0.6619,2.6241,31.8492,3.04,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.2222,83.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample16.mp4,66.00,69.00,3.0,9,1.0,1.0,0.0,0,0,0.0,4.7325,1.2516,-20.5773,3.0842,-0.6219,0.5961,1.929,34.14,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,4.0857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,90.00,93.00,3.0,9,1.0,1.0,0.0,0,0,0.0,3.6399,1.7736,-16.488,3.2226,-0.7761,1.5932,31.5012,3.08,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.2222,46.0533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,93.00,96.00,3.0,9,1.0,1.0,0.0,0,0,0.0,4.1234,1.2757,-19.5852,3.3054,-1.7572,0.7131,2.4259,29.19,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,4.2461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,135.00,138.00,3.0,9,1.0,1.0,0.0,0,0,0.0,3.3201,2.1315,-12.578,5.8807,-2.0664,1.1461,32.329,3.0,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.5556,50.4814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,144.00,147.00,3.0,9,0.7778,1.0,0.0,0,0,0.67,4.5062,1.3953,-5.3646,9.5447,-4.2813,1.7327,4.4026,18.51,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.7778,18.2302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,159.00,162.00,3.0,9,1.0,1.0,0.0,0,0,0.0,2.2858,1.5998,-21.903,5.107,1.0181,0.7406,2.9544,25.29,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,4.9749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample16.mp4,168.00,171.00,3.0,9,1.0,1.0,0.0,0,0,0.0,2.8875,1.9788,-21.9212,6.1724,-0.6016,0.8179,2.3639,29.73,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.1111,4.6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample16.mp4,174.00,177.00,3.0,9,1.0,1.0,0.0,0,0,0.0,3.5993,1.3768,-23.3607,3.1918,-0.5156,0.4958,1.7812,35.96,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,3.3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample16.mp4,177.00,180.00,3.0,9,1.0,1.0,0.0,0,0,0.0,2.934,0.9762,-23.1909,3.3182,0.6514,0.893,1.7063,36.95,0,0.0,,,,,,,0.0,0.0,0.0,,-176.8823,-23.489,0.0,2.7055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,clear,
sample17.mp4,21.00,24.00,3.0,9,0.5556,1.0,0.8889,9,8,1.33,7.996,3.8571,0.2261,24.1186,-15.9139,52.9843,50.8638,1.93,2,40.0,0.5786,0.0572,0.6425,0.0291,0.5969,0.7107,0.4357,0.2266,0.0,0.0893,168.7437,-7.9151,0.6667,89.0144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,24.00,27.00,3.0,9,1.0,1.0,1.0,9,9,0.0,6.9713,3.4808,-10.4243,4.7406,4.6447,2.4781,2.6442,27.44,1,20.0,0.5922,0.0192,0.6605,0.0511,0.5969,0.7107,0.4357,0.2266,0.0,0.0614,168.7437,-7.9151,0.1111,6.5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,48.00,51.00,3.0,9,1.0,1.0,1.0,9,9,0.0,6.2004,1.2275,-6.3928,3.2305,2.9453,1.3857,1.2949,43.58,1,20.0,0.5764,0.0284,0.7053,0.018,0.5969,0.7107,0.4357,0.2266,0.0,0.0333,168.7437,-7.9151,0.0,6.1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,96.00,99.00,3.0,9,0.7778,1.0,0.8571,7,6,0.67,14.5155,5.0721,-6.8543,5.6156,11.7527,1.3719,1.7593,36.24,2,40.0,0.5688,0.0464,0.7284,0.0886,0.5969,0.7107,0.4357,0.2266,0.1429,0.0884,168.7437,-7.9151,0.2222,7.5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,102.00,105.00,3.0,9,0.6667,1.0,1.0,9,9,1.0,15.1578,5.1113,-9.6047,9.4574,-28.5677,72.8403,34.3349,2.83,1,20.0,0.5333,0.0331,0.7212,0.0487,0.5969,0.7107,0.4357,0.2266,0.0,0.0815,168.7437,-7.9151,0.2222,8.5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,111.00,114.00,3.0,9,0.8889,1.0,1.0,9,9,0.33,11.1797,0.9606,-2.4269,8.253,5.9321,4.2578,1.9961,33.38,1,20.0,0.5504,0.0648,0.7337,0.0312,0.5969,0.7107,0.4357,0.2266,0.1111,0.0781,168.7437,-7.9151,0.2222,7.7005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,clear,
sample17.mp4,132.00,135.00,3.0,9,1.0,1.0,1.0,9,9,0.0,8.2223,2.3859,-5.6277,2.5963,4.9156,1.1384,1.9647,33.73,3,60.0,0.5978,0.0287,0.6562,0.0445,0.5969,0.7107,0.4357,0.2266,0.0,0.0717,168.7437,-7.9151,0.0,4.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,135.00,138.00,3.0,9,1.0,1.0,1.0,9,9,0.0,11.7416,3.4056,-3.597,3.4421,4.6192,1.5183,2.088,32.38,3,60.0,0.5801,0.0438,0.6667,0.0381,0.5969,0.7107,0.4357,0.2266,0.0,0.0671,168.7437,-7.9151,0.0,5.5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,141.00,144.00,3.0,9,1.0,1.0,1.0,9,9,0.0,8.3165,4.1165,-6.3483,3.9309,5.1545,0.7449,2.0308,33.0,2,40.0,0.578,0.0277,0.6648,0.0472,0.5969,0.7107,0.4357,0.2266,0.0,0.0632,168.7437,-7.9151,0.0,5.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,147.00,150.00,3.0,9,0.8889,1.0,0.8889,9,8,0.33,7.0151,3.7787,-5.8745,4.562,4.4108,2.1024,2.8362,26.07,2,40.0,0.5974,0.0453,0.6666,0.0605,0.5969,0.7107,0.4357,0.2266,0.0,0.0756,168.7437,-7.9151,0.0,7.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,165.00,168.00,3.0,9,0.7778,1.0,1.0,9,9,0.67,5.9044,3.5906,-12.1329,5.8975,-13.5643,55.4733,46.5535,2.1,2,40.0,0.5761,0.0412,0.6545,0.0425,0.5969,0.7107,0.4357,0.2266,0.0,0.0704,168.7437,-7.9151,0.4444,83.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample17.mp4,168.00,170.93,2.93,9,0.8889,1.0,1.0,9,9,0.33,5.5429,3.847,0.8696,3.5369,2.0095,2.275,46.1717,2.12,2,40.9091,0.529,0.0656,0.624,0.0576,0.5969,0.7107,0.4357,0.2266,0.2222,0.1221,168.7437,-7.9151,0.4444,84.659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample18.mp4,0.00,3.00,3.0,9,0.2222,1.0,0.0,7,0,2.33,8.421,1.7671,12.5645,3.3692,3.1048,0.7613,2.2246,31.01,1,20.0,0.7979,0.0387,0.8761,0.1124,0.7342,1.1877,0.2173,0.1727,0.8571,0.3265,-173.9235,15.8943,0.0,5.4242,0,0,0,,,,,,,,,,,,clear,
sample18.mp4,6.00,9.00,3.0,9,0.4444,1.0,0.0,5,0,1.67,6.6755,2.0209,14.7399,5.6533,3.7025,0.6891,2.5547,28.13,1,20.0,0.7661,0.0311,0.9771,0.0811,0.7342,1.1877,0.2173,0.1727,0.8,0.2156,-173.9235,15.8943,0.0,4.5311,1,1,0,,,,,,,,,,,,clear,
sample18.mp4,30.00,33.00,3.0,9,0.1111,1.0,0.0,8,0,2.67,7.0602,2.3299,14.2443,3.0972,4.0105,0.9584,2.5104,28.49,2,40.0,0.7162,0.0454,1.1292,0.2803,0.7342,1.1877,0.2173,0.1727,0.625,0.232,-173.9235,15.8943,0.0,3.616,1,1,0,,,,,,,,,,,,clear,
sample18.mp4,51.00,54.00,3.0,9,0.1111,1.0,0.0,8,0,2.67,7.8137,3.0591,9.518,5.2433,3.141,0.5094,3.6114,21.69,4,80.0,0.7266,0.033,1.3,0.1913,0.7342,1.1877,0.2173,0.1727,0.375,0.1579,-173.9235,15.8943,0.1111,7.3189,0,0,0,,,,,,,,,,,,clear,
sample19.mp4,21.00,24.00,3.0,7,0.8571,1.0,1.0,4,4,0.4,1.1174,1.0459,-1.4065,11.4782,4.0,2.0694,26.3359,3.66,1,20.0,0.6358,0.0116,0.8929,0.0717,0.6241,0.9627,0.2161,0.1822,0.0,0.0943,-177.9631,16.3054,0.8571,306.7038,0,0,0,,,,,,,,,,,,clear,
